"ID_Ventas","fecha","temporada","sexo","retailer","region","estado","ciudad","metodo de venta","producto","precio por unidad","unidades vendidas","ventas totales","ganancia","margen operativo"
"FC-000000070","2020-07-20 00:00:00","Verano","non-binary","Sports Direct","Northeast","New York","New York","Outlet","Calzado Deportivo","35","900","315000","110250","0.35"
"FC-000000071","2020-07-21 00:00:00","Verano","female","Sports Direct","Northeast","New York","New York","Outlet","Calzado Urbano","35","700","245000","85750","0.35"
"FC-000000072","2020-07-22 00:00:00","Verano","non-binary","Sports Direct","Northeast","New York","New York","Outlet","Calzado Deportivo","35","700","245000","110250","0.45"
"FC-000000073","2020-07-23 00:00:00","Verano","female","Sports Direct","Southwest","Texas","Houston","Outlet","Indumentaria","40","550","220000","66000","0.3"
"FC-000000074","2020-07-24 00:00:00","Verano","male","Sports Direct","Southwest","Texas","Houston","Outlet","Indumentaria","35","700","245000","122500","0.5"
"FC-000000075","2020-07-25 00:00:00","Verano","male","Sports Direct","Southwest","Texas","Houston","Outlet","Calzado Urbano","25","850","212500","74375","0.35"
"FC-000000076","2020-07-26 00:00:00","Verano","male","Sports Direct","Southwest","Texas","Houston","Outlet","Calzado Deportivo","35","850","297500","104125","0.35"
"FC-000000077","2020-07-27 00:00:00","Verano","male","Sports Direct","Southwest","Texas","Houston","Outlet","Calzado Urbano","35","675","236250","82687.5","0.35"
"FC-000000078","2020-07-28 00:00:00","Verano","non-binary","Sports Direct","Southwest","Texas","Houston","Outlet","Calzado Deportivo","35","625","218750","98437.5","0.45"
"FC-000000079","2020-07-29 00:00:00","Verano","male","Sports Direct","Southwest","Texas","Houston","Outlet","Indumentaria","40","500","200000","60000","0.3"
"FC-000000080","2020-07-30 00:00:00","Verano","male","Sports Direct","Southwest","Texas","Houston","Outlet","Indumentaria","35","700","245000","122500","0.5"
"FC-000000081","2020-07-31 00:00:00","Verano","non-binary","Sports Direct","Southwest","Texas","Houston","Outlet","Calzado Urbano","30","875","262500","91875","0.35"
"FC-000000082","2020-08-01 00:00:00","Verano","female","Sports Direct","Southwest","Texas","Houston","Outlet","Calzado Deportivo","40","875","350000","122500","0.35"
"FC-000000083","2020-08-02 00:00:00","Verano","male","Sports Direct","Southwest","Texas","Houston","Outlet","Calzado Urbano","35","700","245000","85750","0.35"
"FC-000000084","2020-08-03 00:00:00","Verano","non-binary","Sports Direct","Southwest","Texas","Houston","Outlet","Calzado Deportivo","40","600","240000","108000","0.45"
"FC-000000085","2020-08-04 00:00:00","Verano","female","Sports Direct","Southwest","Texas","Houston","Outlet","Indumentaria","45","500","225000","67500","0.3"
"FC-000000086","2020-08-05 00:00:00","Verano","male","Sports Direct","Southwest","Texas","Houston","Outlet","Indumentaria","40","650","260000","130000","0.5"
"FC-000000087","2020-08-06 00:00:00","Verano","non-binary","Sports Direct","Southwest","Texas","Houston","Outlet","Calzado Urbano","30","900","270000","94500","0.35"
"FC-000000088","2020-08-07 00:00:00","Verano","male","Sports Direct","Southwest","Texas","Houston","Outlet","Calzado Deportivo","40","900","360000","126000","0.35"
"FC-000000089","2020-08-08 00:00:00","Verano","female","Sports Direct","Southwest","Texas","Houston","Outlet","Calzado Urbano","35","725","253750","88812.5","0.35"
"FC-000000090","2020-08-09 00:00:00","Verano","male","Sports Direct","Southwest","Texas","Houston","Outlet","Calzado Deportivo","40","625","250000","112500","0.45"
"FC-000000091","2020-08-10 00:00:00","Verano","non-binary","Walmart","Southwest","Texas","Houston","Outlet","Indumentaria","45","525","236250","70875","0.3"
"FC-000000092","2020-08-11 00:00:00","Verano","female","Walmart","Southwest","Texas","Houston","Outlet","Indumentaria","40","800","320000","160000","0.5"
"FC-000000093","2020-08-12 00:00:00","Verano","female","Walmart","Southwest","Texas","Houston","Outlet","Calzado Urbano","30","925","277500","97125","0.35"
"FC-000000094","2020-08-13 00:00:00","Verano","female","Walmart","Southwest","Texas","Houston","Outlet","Calzado Deportivo","40","925","370000","129500","0.35"
"FC-000000095","2020-08-14 00:00:00","Verano","female","Walmart","Southwest","Texas","Houston","Outlet","Calzado Urbano","35","775","271250","94937.5","0.35"
"FC-000000096","2020-08-15 00:00:00","Verano","female","Walmart","Southwest","Texas","Houston","Outlet","Calzado Deportivo","40","700","280000","126000","0.45"
"FC-000000097","2020-08-16 00:00:00","Verano","male","Walmart","Southwest","Texas","Houston","Outlet","Indumentaria","45","600","270000","81000","0.3"
"FC-000000098","2020-08-17 00:00:00","Verano","non-binary","Walmart","Southwest","Texas","Houston","Outlet","Indumentaria","40","950","380000","190000","0.5"
"FC-000000099","2020-08-18 00:00:00","Verano","male","Walmart","Southwest","Texas","Houston","Outlet","Calzado Urbano","40","950","380000","133000","0.35"
"FC-000000100","2020-08-19 00:00:00","Verano","non-binary","Walmart","Southwest","Texas","Houston","Outlet","Calzado Deportivo","45","950","427500","149625","0.35"
"FC-000000101","2020-08-20 00:00:00","Verano","female","Walmart","Southwest","Texas","Houston","Outlet","Calzado Urbano","40","800","320000","112000","0.35"
"FC-000000102","2020-08-21 00:00:00","Verano","female","Walmart","Southwest","Texas","Houston","Outlet","Calzado Deportivo","40","750","300000","135000","0.45"
"FC-000000103","2020-08-22 00:00:00","Verano","male","Walmart","Southwest","Texas","Houston","Outlet","Indumentaria","45","650","292500","87750","0.3"
"FC-000000104","2020-08-23 00:00:00","Verano","male","Walmart","Southwest","Texas","Houston","Outlet","Indumentaria","50","1000","500000","250000","0.5"
"FC-000000105","2020-08-24 00:00:00","Verano","male","Walmart","Southwest","Texas","Houston","Outlet","Calzado Urbano","40","950","380000","133000","0.35"
"FC-000000106","2020-08-25 00:00:00","Verano","non-binary","Walmart","Southwest","Texas","Houston","Outlet","Calzado Deportivo","45","950","427500","149625","0.35"
"FC-000000107","2020-08-26 00:00:00","Verano","non-binary","Walmart","Southwest","Texas","Houston","Outlet","Calzado Urbano","40","1100","440000","154000","0.35"
"FC-000000108","2020-08-27 00:00:00","Verano","non-binary","Walmart","Southwest","Texas","Houston","Outlet","Calzado Deportivo","40","700","280000","126000","0.45"
"FC-000000109","2020-08-28 00:00:00","Verano","female","Walmart","Southwest","Texas","Houston","Outlet","Indumentaria","45","700","315000","94500","0.3"
"FC-000000110","2020-08-29 00:00:00","Verano","female","Walmart","Southwest","Texas","Houston","Outlet","Indumentaria","50","975","487500","243750","0.5"
"FC-000000111","2020-08-30 00:00:00","Verano","female","Walmart","Southwest","Texas","Houston","Outlet","Calzado Urbano","40","925","370000","129500","0.35"
"FC-000000112","2020-08-31 00:00:00","Verano","female","Walmart","Southwest","Texas","Houston","Outlet","Calzado Deportivo","45","925","416250","145687.5","0.35"
"FC-000000113","2020-09-01 00:00:00","Verano","non-binary","Walmart","Southwest","Texas","Houston","Outlet","Calzado Urbano","40","1100","440000","154000","0.35"
"FC-000000114","2020-09-02 00:00:00","Verano","non-binary","Walmart","Southwest","Texas","Houston","Outlet","Calzado Deportivo","40","650","260000","117000","0.45"
"FC-000000115","2020-09-03 00:00:00","Verano","male","Walmart","Southwest","Texas","Houston","Outlet","Indumentaria","45","650","292500","87750","0.3"
"FC-000000116","2020-09-04 00:00:00","Verano","non-binary","Walmart","Southwest","Texas","Houston","Outlet","Indumentaria","50","900","450000","225000","0.5"
"FC-000000117","2020-09-05 00:00:00","Verano","non-binary","Walmart","Southwest","Texas","Houston","Outlet","Calzado Urbano","45","850","382500","133875","0.35"
"FC-000000118","2020-09-06 00:00:00","Verano","non-binary","Walmart","Southwest","Texas","Houston","Outlet","Calzado Deportivo","45","850","382500","133875","0.35"
"FC-000000119","2020-09-07 00:00:00","Verano","male","Walmart","Southwest","Texas","Houston","Outlet","Calzado Urbano","50","900","450000","157500","0.35"
"FC-000000120","2020-09-08 00:00:00","Verano","male","Walmart","Southwest","Texas","Houston","Outlet","Calzado Deportivo","50","625","312500","140625","0.45"
"FC-000000121","2020-09-09 00:00:00","Verano","non-binary","Walmart","Southwest","Texas","Houston","Outlet","Indumentaria","45","625","281250","84375","0.3"
"FC-000000122","2020-09-10 00:00:00","Verano","male","Walmart","Southwest","Texas","Houston","Outlet","Indumentaria","55","850","467500","233750","0.5"
"FC-000000123","2020-09-11 00:00:00","Verano","male","Walmart","Southwest","Texas","Houston","Outlet","Calzado Urbano","45","800","360000","126000","0.35"
"FC-000000124","2020-09-12 00:00:00","Verano","female","Walmart","Southwest","Texas","Houston","Outlet","Calzado Deportivo","45","800","360000","126000","0.35"
"FC-000000125","2020-09-13 00:00:00","Verano","non-binary","Walmart","Southwest","Texas","Houston","Outlet","Calzado Urbano","50","750","375000","131250","0.35"
"FC-000000126","2020-09-14 00:00:00","Verano","male","Walmart","Southwest","Texas","Houston","Outlet","Calzado Deportivo","50","600","300000","135000","0.45"
"FC-000000127","2020-09-15 00:00:00","Verano","male","Walmart","Southwest","Texas","Houston","Outlet","Indumentaria","45","575","258750","77625","0.3"
"FC-000000128","2020-09-16 00:00:00","Verano","male","Walmart","Southwest","Texas","Houston","Outlet","Indumentaria","55","750","412500","206250","0.5"
"FC-000000129","2020-10-20 00:00:00","Otoño","male","Walmart","Southwest","Texas","Houston","Outlet","Calzado Urbano","45","900","405000","141750","0.35"
"FC-000000130","2020-10-21 00:00:00","Otoño","female","Walmart","Southwest","Texas","Houston","Outlet","Calzado Deportivo","45","900","405000","141750","0.35"
"FC-000000131","2020-10-22 00:00:00","Otoño","female","Walmart","Southwest","Texas","Houston","Outlet","Calzado Urbano","50","825","412500","144375","0.35"
"FC-000000132","2020-10-23 00:00:00","Otoño","female","Walmart","Southwest","Texas","Houston","Outlet","Calzado Deportivo","50","675","337500","151875","0.45"
"FC-000000133","2020-10-24 00:00:00","Otoño","female","Walmart","Southwest","Texas","Houston","Outlet","Indumentaria","45","650","292500","87750","0.3"
"FC-000000134","2020-10-25 00:00:00","Otoño","female","Walmart","Southwest","Texas","Houston","Outlet","Indumentaria","55","850","467500","233750","0.5"
"FC-000000135","2020-10-26 00:00:00","Otoño","non-binary","Walmart","Southwest","Texas","Houston","Outlet","Calzado Urbano","45","950","427500","149625","0.35"
"FC-000000136","2020-10-27 00:00:00","Otoño","non-binary","Walmart","Southwest","Texas","Houston","Outlet","Calzado Deportivo","45","950","427500","149625","0.35"
"FC-000000137","2020-10-28 00:00:00","Otoño","non-binary","Walmart","Southwest","Texas","Houston","Outlet","Calzado Urbano","50","850","425000","148750","0.35"
"FC-000000138","2020-10-29 00:00:00","Otoño","female","Walmart","Southwest","Texas","Houston","Outlet","Calzado Deportivo","50","700","350000","157500","0.45"
"FC-000000139","2020-10-30 00:00:00","Otoño","non-binary","Walmart","Southwest","Texas","Houston","Outlet","Indumentaria","45","650","292500","87750","0.3"
"FC-000000140","2020-10-31 00:00:00","Otoño","male","Walmart","Southwest","Texas","Houston","Outlet","Indumentaria","55","900","495000","247500","0.5"
"FC-000000141","2020-11-01 00:00:00","Otoño","male","West Gear","Southwest","Texas","Houston","Outlet","Calzado Urbano","40","775","310000","108500","0.35"
"FC-000000142","2020-11-02 00:00:00","Otoño","female","West Gear","Southwest","Texas","Houston","Outlet","Calzado Deportivo","50","775","387500","77500","0.2"
"FC-000000143","2020-11-03 00:00:00","Otoño","non-binary","West Gear","Southwest","Texas","Houston","Outlet","Calzado Urbano","50","775","387500","135625","0.35"
"FC-000000144","2020-11-04 00:00:00","Otoño","female","West Gear","Southwest","Texas","Houston","Outlet","Calzado Deportivo","50","625","312500","93750","0.3"
"FC-000000145","2020-11-05 00:00:00","Otoño","female","West Gear","West","California","San Francisco","Outlet","Indumentaria","55","575","316250","158125","0.5"
"FC-000000146","2020-11-06 00:00:00","Otoño","female","West Gear","West","California","San Francisco","Outlet","Indumentaria","50","775","387500","58125","0.15"
"FC-000000147","2020-11-07 00:00:00","Otoño","male","West Gear","West","California","San Francisco","Outlet","Calzado Urbano","40","825","330000","115500","0.35"
"FC-000000148","2020-11-08 00:00:00","Otoño","non-binary","West Gear","West","California","San Francisco","Outlet","Calzado Deportivo","50","725","362500","72500","0.2"
"FC-000000149","2020-11-09 00:00:00","Otoño","non-binary","West Gear","West","California","San Francisco","Outlet","Calzado Urbano","50","725","362500","126875","0.35"
"FC-000000150","2020-11-10 00:00:00","Otoño","female","West Gear","West","California","San Francisco","Outlet","Calzado Deportivo","50","575","287500","86250","0.3"
"FC-000000151","2020-11-11 00:00:00","Otoño","male","West Gear","West","California","San Francisco","Outlet","Indumentaria","55","500","275000","137500","0.5"
"FC-000000152","2020-11-12 00:00:00","Otoño","male","West Gear","West","California","San Francisco","Outlet","Indumentaria","50","700","350000","52500","0.15"
"FC-000000153","2020-11-13 00:00:00","Otoño","female","West Gear","West","California","San Francisco","Outlet","Calzado Urbano","50","850","425000","148750","0.35"
"FC-000000154","2020-11-14 00:00:00","Otoño","non-binary","West Gear","West","California","San Francisco","Outlet","Calzado Deportivo","60","700","420000","84000","0.2"
"FC-000000155","2020-11-15 00:00:00","Otoño","non-binary","West Gear","West","California","San Francisco","Outlet","Calzado Urbano","60","700","420000","147000","0.35"
"FC-000000156","2020-12-22 00:00:00","Invierno","female","West Gear","West","California","San Francisco","Outlet","Calzado Deportivo","60","600","360000","108000","0.3"
"FC-000000157","2020-12-23 00:00:00","Invierno","female","West Gear","West","California","San Francisco","Outlet","Indumentaria","65","500","325000","162500","0.5"
"FC-000000158","2020-12-24 00:00:00","Invierno","female","West Gear","West","California","San Francisco","Outlet","Indumentaria","60","700","420000","63000","0.15"
"FC-000000159","2020-12-25 00:00:00","Invierno","female","West Gear","West","California","San Francisco","Outlet","Calzado Urbano","60","875","525000","183750","0.35"
"FC-000000160","2020-12-26 00:00:00","Invierno","female","West Gear","West","California","San Francisco","Outlet","Calzado Deportivo","65","675","438750","87750","0.2"
"FC-000000161","2020-12-27 00:00:00","Invierno","non-binary","West Gear","West","California","San Francisco","Outlet","Calzado Urbano","65","725","471250","164937.5","0.35"
"FC-000000162","2020-12-28 00:00:00","Invierno","non-binary","West Gear","West","California","San Francisco","Outlet","Calzado Deportivo","60","625","375000","112500","0.3"
"FC-000000163","2020-12-29 00:00:00","Invierno","non-binary","West Gear","West","California","San Francisco","Outlet","Indumentaria","65","525","341250","170625","0.5"
"FC-000000164","2020-12-30 00:00:00","Invierno","male","West Gear","West","California","San Francisco","Outlet","Indumentaria","80","700","560000","84000","0.15"
"FC-000000165","2020-12-31 00:00:00","Invierno","female","West Gear","West","California","San Francisco","Outlet","Calzado Urbano","60","900","540000","216000","0.4"
"FC-000000166","2021-01-01 00:00:00","Invierno","male","West Gear","West","California","San Francisco","Outlet","Calzado Deportivo","65","750","487500","121875","0.25"
"FC-000000167","2021-01-02 00:00:00","Invierno","female","West Gear","West","California","San Francisco","Outlet","Calzado Urbano","65","750","487500","195000","0.4"
"FC-000000168","2021-01-03 00:00:00","Invierno","female","West Gear","West","California","San Francisco","Outlet","Calzado Deportivo","60","650","390000","136500","0.35"
"FC-000000169","2021-01-04 00:00:00","Invierno","male","West Gear","West","California","San Francisco","Outlet","Indumentaria","65","550","357500","196625","0.55"
"FC-000000170","2021-01-05 00:00:00","Invierno","non-binary","West Gear","West","California","San Francisco","Outlet","Indumentaria","80","725","580000","116000","0.2"
"FC-000000171","2021-01-06 00:00:00","Invierno","male","West Gear","West","California","San Francisco","Outlet","Calzado Urbano","60","975","585000","234000","0.4"
"FC-000000172","2021-01-07 00:00:00","Invierno","non-binary","West Gear","West","California","San Francisco","Outlet","Calzado Deportivo","65","825","536250","134062.5","0.25"
"FC-000000173","2021-01-08 00:00:00","Invierno","non-binary","West Gear","West","California","San Francisco","Outlet","Calzado Urbano","65","825","536250","214500","0.4"
"FC-000000174","2021-01-09 00:00:00","Invierno","male","West Gear","West","California","San Francisco","Outlet","Calzado Deportivo","60","700","420000","147000","0.35"
"FC-000000175","2021-01-10 00:00:00","Invierno","male","West Gear","West","California","San Francisco","Outlet","Indumentaria","65","575","373750","205562.5","0.55"
"FC-000000176","2021-01-11 00:00:00","Invierno","male","West Gear","West","California","San Francisco","Outlet","Indumentaria","80","875","700000","140000","0.2"
"FC-000000177","2021-01-12 00:00:00","Invierno","non-binary","West Gear","West","California","San Francisco","Outlet","Calzado Urbano","60","1025","615000","215250","0.35"
"FC-000000178","2021-01-13 00:00:00","Invierno","non-binary","West Gear","West","California","San Francisco","Outlet","Calzado Deportivo","65","875","568750","113750","0.2"
"FC-000000179","2021-01-14 00:00:00","Invierno","male","West Gear","West","California","San Francisco","Outlet","Calzado Urbano","65","825","536250","187687.5","0.35"
"FC-000000180","2021-01-15 00:00:00","Invierno","non-binary","West Gear","West","California","San Francisco","Outlet","Calzado Deportivo","60","725","435000","130500","0.3"
"FC-000000181","2021-01-16 00:00:00","Invierno","male","West Gear","West","California","San Francisco","Outlet","Indumentaria","65","775","503750","251875","0.5"
"FC-000000182","2021-01-17 00:00:00","Invierno","non-binary","West Gear","West","California","San Francisco","Outlet","Indumentaria","80","775","620000","93000","0.15"
"FC-000000183","2021-01-18 00:00:00","Invierno","male","West Gear","West","California","San Francisco","Outlet","Calzado Urbano","65","975","633750","221812.5","0.35"
"FC-000000184","2021-01-19 00:00:00","Invierno","female","West Gear","West","California","San Francisco","Outlet","Calzado Deportivo","70","925","647500","129500","0.2"
"FC-000000185","2021-01-20 00:00:00","Invierno","male","West Gear","West","California","San Francisco","Outlet","Calzado Urbano","65","800","520000","182000","0.35"
